"","age","gender","tenth","school","MMSE1","MMSE2","MMSE3","MMSE4","MMSE5","MMSE6","MMSE7","MMSE8","MMSE9","MMSE10","MMSE11","MMSE12","MMSE13","MMSE14","MMSE15","MMSE16","MMSE17","MMSE18","MMSE19","MMSE20","MMSE21","MMSE22","MMSE23","MMSE24","MMSE25","MMSE26","MMSE27"
"1928",12,"Female","Middle School",39,"Agree","Agree","Disagree","Disagree","Always/Almost Always","Always/Almost Always","Rarely","Rarely","Strongly Agree","Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree"
"1929",13,"Female","Middle School",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1930",13,NA,"Middle School",39,"Agree","Strongly Agree","Strongly Agree","Disagree","Sometimes","Rarely","Rarely","Rarely","Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"1931",13,"Male","Middle School",39,"Agree","Disagree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Agree","Fairly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree"
"1932",12,"Male","Middle School",28,"Disagree","Agree","Agree","Strongly Agree","Sometimes","Never/Almost Never","Sometimes","Always/Almost Always","Agree","Agree","Fairly Important","Agree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Strongly Agree","Agree","Strongly Agree"
"1933",13,"Male","Middle School",28,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Agree","Not at all important","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree"
"1934",12,"Male","Middle School",28,"Agree","Agree","Agree","Disagree","Rarely","Sometimes","Rarely","Rarely","Agree","Agree","Not at all important","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"1935",12,"Female","Middle School",27,"Agree","Agree",NA,"Disagree","Sometimes","Sometimes","Sometimes","Often","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1936",12,"Female","Middle School",27,"Agree","Agree","Agree","Disagree","Rarely","Rarely","Rarely","Rarely","Strongly Agree","Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree"
"1937",13,"Male","Middle School",27,"Disagree","Agree","Agree","Agree","Never/Almost Never","Never/Almost Never","Never/Almost Never","Rarely","Strongly Agree","Strongly Agree","Not at all important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1938",12,"Female","Middle School",27,"Strongly Agree","Agree","Strongly Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1939",12,"Male","Middle School",27,"Disagree","Agree","Agree","Disagree","Rarely","Never/Almost Never","Never/Almost Never","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1940",12,"Male","Middle School",27,"Disagree","Agree","Strongly Agree","Disagree","Sometimes","Rarely","Sometimes","Sometimes","Strongly Agree","Agree",NA,"Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1941",13,"Male","Middle School",23,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Agree","Fairly Important","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"1942",15,"Male","Middle School",23,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Often","Always/Almost Always","Sometimes","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1943",12,"Male","Middle School",22,"Agree","Strongly Agree","Agree","Disagree","Sometimes","Often","Often","Sometimes","Agree","Agree","Slightly Important","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree"
"1944",12,"Male","Middle School",22,"Strongly Agree","Strongly Agree","Agree","Disagree","Sometimes","Sometimes","Rarely","Sometimes","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree"
"1945",13,"Male","Middle School",22,"Agree","Strongly Agree","Agree","Strongly Disagree","Often","Often","Often","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree"
"1946",12,"Male","Middle School",22,"Agree","Disagree","Disagree","Agree","Sometimes","Sometimes","Sometimes","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1947",12,"Male","Middle School",22,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Often","Sometimes","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1948",12,"Male","Middle School",22,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Never/Almost Never","Never/Almost Never","Never/Almost Never","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Agree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"1949",12,"Male","Middle School",22,"Agree","Strongly Agree","Agree","Disagree","Often","Never/Almost Never","Rarely","Rarely","Agree","Strongly Agree","Fairly Important","Strongly Agree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree"
"1950",13,"Female","Middle School",22,NA,"Agree","Agree","Disagree","Sometimes",NA,"Sometimes","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree"
"1951",12,"Female","Middle School",22,"Agree","Agree","Strongly Agree","Disagree","Sometimes","Often","Sometimes","Sometimes","Agree","Agree","Fairly Important","Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree"
"1952",13,"Female","Middle School",22,"Agree","Agree","Agree","Disagree","Never/Almost Never","Rarely","Never/Almost Never","Rarely",NA,"Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1953",13,"Female","Middle School",22,"Disagree","Agree","Agree","Disagree","Rarely","Sometimes","Often","Sometimes","Agree","Agree","Not at all important","Agree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Disagree","Strongly Agree","Strongly Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree"
"1954",11,"Male","Middle School",22,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Never/Almost Never","Never/Almost Never","Never/Almost Never","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Agree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1955",12,"Male","Middle School",22,"Agree","Agree","Strongly Agree","Disagree","Rarely","Rarely","Rarely","Rarely","Strongly Agree","Strongly Agree","Slightly Important","Agree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree"
"1956",12,"Male","Middle School",22,"Agree","Agree","Agree","Disagree","Rarely","Sometimes",NA,"Rarely","Strongly Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1957",11,"Female","Middle School",22,"Agree","Strongly Agree","Agree","Disagree","Rarely","Sometimes","Often","Rarely","Agree","Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"1958",12,"Female","Middle School",22,"Agree","Agree","Disagree","Disagree","Sometimes","Sometimes","Rarely","Sometimes","Agree","Agree","Slightly Important","Agree","Disagree","Strongly Agree","Disagree","Disagree","Disagree","Agree",NA,NA,NA,NA,"Disagree","Agree","Agree","Agree","Agree"
"1959",12,"Male","Middle School",22,"Strongly Agree","Agree","Agree","Disagree","Often","Always/Almost Always","Sometimes","Rarely","Strongly Agree","Strongly Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1960",12,"Male","Middle School",22,"Agree","Strongly Agree","Agree","Disagree","Never/Almost Never","Rarely","Often","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1961",12,"Female","Middle School",22,"Agree","Agree","Agree","Agree","Sometimes","Rarely","Rarely","Sometimes","Strongly Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree"
"1962",12,"Male","Middle School",22,"Agree","Strongly Agree","Agree","Disagree","Always/Almost Always","Often","Sometimes","Sometimes","Agree","Agree","Fairly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree"
"1963",13,"Female","Middle School",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1964",12,"Female","Middle School",22,"Agree","Strongly Agree","Agree","Disagree","Sometimes","Rarely","Sometimes","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1965",13,"Male","Middle School",22,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Disagree","Strongly Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1966",12,"Male","Middle School",22,"Strongly Agree","Agree","Agree","Disagree","Often","Always/Almost Always","Sometimes","Rarely","Agree","Strongly Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1967",12,"Female","Middle School",22,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Never/Almost Never","Never/Almost Never","Never/Almost Never","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1968",12,"Female","Middle School",22,"Agree","Agree","Agree","Disagree","Sometimes","Often","Sometimes","Sometimes","Agree","Agree","Not at all important","Agree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree"
"1969",12,"Female","Middle School",22,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Always/Almost Always","Never/Almost Never","Often","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1970",12,"Male","Middle School",22,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Never/Almost Never","Rarely","Never/Almost Never","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1971",12,"Male","Middle School",22,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Always/Almost Always","Never/Almost Never","Sometimes","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1972",12,"Female","Middle School",22,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Never/Almost Never","Rarely","Never/Almost Never","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1973",12,"Female","Middle School",22,"Agree","Agree","Disagree","Agree","Rarely","Often","Always/Almost Always","Sometimes","Strongly Agree","Agree","Fairly Important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Agree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1974",12,"Male","Middle School",22,"Agree","Agree","Agree","Disagree","Often","Always/Almost Always","Often","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1975",12,"Male","Middle School",9,"Disagree","Agree","Disagree","Agree","Always/Almost Always","Always/Almost Always","Always/Almost Always","Often","Agree","Agree","Fairly Important","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Disagree","Agree"
"1976",11,"Male","Middle School",9,"Agree","Agree","Agree","Agree","Sometimes","Often","Often","Rarely","Agree","Agree","Slightly Important","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree"
"1977",12,"Female","Middle School",9,"Strongly Agree","Agree","Strongly Agree","Disagree","Often","Sometimes","Often","Sometimes","Agree","Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
