"","age","gender","tenth","school","MMSE1","MMSE2","MMSE3","MMSE4","MMSE5","MMSE6","MMSE7","MMSE8","MMSE9","MMSE10","MMSE11","MMSE12","MMSE13","MMSE14","MMSE15","MMSE16","MMSE17","MMSE18","MMSE19","MMSE20","MMSE21","MMSE22","MMSE23","MMSE24","MMSE25","MMSE26","MMSE27"
"3803",15,"Male","High School",44,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Rarely","Sometimes","Rarely","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3804",16,"Male","High School",44,"Agree","Agree","Strongly Agree","Disagree","Sometimes","Sometimes","Rarely","Sometimes","Strongly Agree","Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3805",18,"Male","High School",44,"Agree","Agree","Agree","Disagree","Often","Sometimes","Often","Sometimes","Disagree","Disagree","Quite Important","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Strongly Agree","Agree","Agree","Disagree","Agree"
"3806",18,"Male","High School",44,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Never/Almost Never","Often","Rarely","Rarely","Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3807",15,"Male","High School",44,"Agree","Agree","Agree","Disagree","Rarely","Sometimes","Never/Almost Never","Never/Almost Never","Agree","Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree"
"3808",17,"Male","High School",44,"Agree","Strongly Agree","Strongly Agree","Disagree","Rarely","Sometimes","Often","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3809",16,"Male","High School",44,"Agree","Agree","Agree","Disagree","Sometimes","Often","Sometimes","Sometimes","Agree","Agree","Fairly Important","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree"
"3810",16,"Male","High School",44,"Strongly Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Strongly Agree","Agree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree"
"3811",17,"Male","High School",44,NA,NA,NA,"Disagree","Often","Often","Often","Sometimes",NA,NA,"Fairly Important",NA,"Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA
"3812",17,"Male","High School",44,"Disagree","Disagree","Disagree","Strongly Disagree","Rarely","Sometimes","Sometimes","Rarely","Disagree","Disagree","Slightly Important","Agree","Strongly Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree"
"3813",16,"Male","High School",44,"Agree","Agree","Agree","Strongly Disagree","Always/Almost Always","Always/Almost Always","Rarely","Sometimes","Agree","Agree","Not at all important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree"
"3814",16,"Male","High School",44,"Agree","Agree","Agree","Agree","Sometimes","Often","Sometimes","Sometimes","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Disagree","Agree"
"3815",17,"Male","High School",44,"Strongly Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Rarely","Sometimes","Agree","Strongly Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree"
"3816",15,"Female","High School",39,"Agree","Agree","Agree","Disagree","Sometimes","Rarely","Often","Rarely","Agree","Agree","Not at all important","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree"
"3817",16,"Female","High School",39,"Agree","Strongly Agree","Agree","Disagree","Often","Sometimes","Sometimes","Sometimes","Agree","Agree","Slightly Important","Agree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3818",15,"Female","High School",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3819",15,"Male","High School",39,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Often","Sometimes","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree"
"3820",16,"Male","High School",39,"Agree","Agree","Agree","Disagree","Often","Sometimes","Often","Sometimes","Agree","Agree","Fairly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree"
"3821",15,"Female","High School",39,"Agree","Strongly Agree","Strongly Agree","Disagree","Never/Almost Never","Never/Almost Never","Rarely","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3822",16,"Female","High School",39,"Agree","Strongly Agree","Agree","Disagree","Rarely","Rarely","Rarely","Rarely","Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3823",15,"Female","High School",39,"Agree","Strongly Agree","Agree","Disagree","Rarely","Sometimes","Rarely","Rarely","Agree","Agree","Not at all important","Agree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree"
"3824",16,"Female","High School",39,"Agree","Strongly Agree","Agree","Disagree","Rarely","Rarely","Rarely","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree"
"3825",15,"Female","High School",39,"Agree","Agree","Agree","Disagree","Rarely","Often","Sometimes","Rarely","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree"
"3826",16,"Female","High School",39,"Disagree","Strongly Agree","Agree","Disagree","Often","Sometimes","Sometimes","Always/Almost Always","Strongly Agree","Strongly Agree","Not at all important","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"3827",15,"Male","High School",27,"Agree","Agree","Agree","Disagree","Rarely","Often","Sometimes","Rarely","Strongly Agree","Strongly Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"3828",15,"Male","High School",27,"Agree","Strongly Agree","Strongly Agree","Disagree","Rarely",NA,"Sometimes","Rarely","Agree","Strongly Agree","Not at all important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"3829",15,"Male","High School",27,"Agree","Agree","Strongly Agree","Disagree","Rarely","Never/Almost Never","Rarely","Sometimes","Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree"
"3830",15,"Male","High School",27,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Strongly Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Strongly Agree"
"3831",15,"Female","High School",27,"Strongly Agree","Strongly Agree","Agree","Disagree","Sometimes","Rarely","Never/Almost Never","Sometimes","Strongly Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3832",15,"Male","High School",27,"Agree","Agree","Agree","Disagree","Never/Almost Never","Sometimes","Rarely","Rarely","Strongly Agree","Agree","Not at all important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"3833",17,"Male","High School",27,"Agree","Agree","Strongly Disagree","Strongly Disagree","Often","Rarely","Often","Sometimes","Strongly Agree","Agree","Fairly Important","Agree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Disagree","Agree"
"3834",15,"Male","High School",25,"Agree","Agree","Agree","Agree","Sometimes","Never/Almost Never","Rarely","Sometimes","Agree","Agree","Fairly Important","Agree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Strongly Agree"
"3835",15,"Male","High School",25,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Sometimes","Rarely","Never/Almost Never","Sometimes","Agree","Strongly Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3836",15,"Male","High School",25,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Often","Sometimes","Agree","Agree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree"
"3837",15,"Male","High School",25,"Agree","Agree","Strongly Agree","Disagree","Sometimes","Often","Often","Sometimes","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree"
"3838",15,"Female","High School",25,"Agree","Agree","Agree","Disagree","Rarely","Sometimes","Rarely","Rarely","Agree","Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree"
"3839",15,"Female","High School",25,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Rarely","Sometimes","Sometimes","Rarely","Strongly Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3840",15,"Male","High School",25,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Rarely","Rarely","Rarely","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"3841",15,"Female","High School",25,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Never/Almost Never","Rarely","Rarely","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3842",15,"Female","High School",25,"Strongly Agree","Agree","Agree","Disagree","Rarely","Sometimes","Sometimes","Sometimes","Agree","Agree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"3843",16,"Male","High School",25,"Agree","Agree","Agree","Disagree","Never/Almost Never","Never/Almost Never","Rarely","Rarely","Agree","Agree","Not at all important","Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3844",15,"Female","High School",25,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3845",16,"Male","High School",25,"Agree","Strongly Agree","Strongly Agree","Disagree","Rarely","Rarely","Rarely","Rarely","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree"
"3846",15,"Female","High School",25,"Agree","Agree","Agree","Disagree","Rarely","Rarely","Rarely","Sometimes","Strongly Agree","Strongly Agree","Slightly Important","Strongly Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3847",15,"Female","High School",25,"Strongly Agree","Agree","Strongly Agree","Disagree","Rarely","Rarely","Never/Almost Never","Sometimes","Agree","Agree","Slightly Important","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"3848",15,"Male","High School",25,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Agree","Fairly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"3849",15,"Female","High School",25,"Agree","Agree","Agree","Disagree","Never/Almost Never","Never/Almost Never","Sometimes","Sometimes","Agree","Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3850",15,"Female","High School",25,"Agree","Agree","Agree","Disagree","Rarely","Never/Almost Never","Never/Almost Never","Rarely","Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3851",15,"Female","High School",25,"Disagree","Agree","Agree","Agree","Rarely","Never/Almost Never","Always/Almost Always","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree"
"3852",15,"Male","High School",25,"Strongly Agree","Strongly Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Agree","Fairly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree"
"3853",15,"Male","High School",25,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Sometimes","Rarely","Rarely","Sometimes","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3854",16,"Female","High School",25,"Agree","Agree","Agree","Disagree","Rarely","Sometimes","Rarely","Sometimes","Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree"
"3855",15,"Female","High School",25,"Agree","Agree","Disagree","Agree","Sometimes","Sometimes","Always/Almost Always","Rarely","Strongly Agree","Disagree","Slightly Important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree"
"3856",15,"Female","High School",23,"Agree","Agree","Agree","Disagree","Rarely","Sometimes","Sometimes","Sometimes","Agree","Agree","Slightly Important","Agree","Disagree",NA,"Disagree","Disagree","Disagree",NA,"Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree"
"3857",16,"Female","High School",23,"Agree","Agree","Agree","Agree","Sometimes","Sometimes","Sometimes","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3858",16,"Male","High School",23,"Strongly Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Strongly Agree","Agree","Not at all important","Strongly Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"3859",15,"Female","High School",23,"Strongly Agree","Strongly Agree","Agree","Disagree","Rarely","Rarely","Rarely","Rarely","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3860",15,"Female","High School",23,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Strongly Disagree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"3861",15,"Female","High School",23,"Agree","Agree","Agree","Disagree","Sometimes","Rarely","Often","Sometimes","Agree","Agree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"3862",15,"Female","High School",23,"Agree","Agree","Agree","Disagree","Sometimes","Rarely","Often","Sometimes","Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3863",14,"Male","High School",23,"Agree","Agree","Agree","Disagree","Often","Sometimes","Rarely","Sometimes","Agree","Agree","Slightly Important","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree"
"3864",15,"Male","High School",23,"Agree","Strongly Agree","Agree","Disagree","Never/Almost Never","Rarely","Rarely","Sometimes","Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3865",15,"Male","High School",23,"Strongly Agree","Strongly Agree","Agree","Disagree","Rarely","Rarely","Rarely","Rarely","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree"
"3866",15,"Male","High School",23,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Often","Sometimes","Often","Sometimes","Agree","Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Strongly Agree","Agree","Agree"
"3867",15,"Male","High School",23,"Agree","Agree","Agree","Agree","Often","Sometimes","Sometimes","Sometimes","Agree","Agree","Not at all important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Strongly Agree","Agree","Agree"
"3868",15,"Male","High School",23,"Disagree","Agree","Disagree","Disagree","Sometimes","Always/Almost Always","Often","Sometimes","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree"
"3869",15,"Male","High School",23,"Agree","Agree","Agree","Disagree","Sometimes","Always/Almost Always","Sometimes","Sometimes","Agree","Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree"
"3870",15,"Female","High School",23,"Agree","Agree","Agree","Disagree","Often",NA,"Sometimes","Sometimes","Agree","Disagree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree"
"3871",16,"Male","High School",23,"Agree","Disagree","Disagree","Agree","Always/Almost Always","Always/Almost Always","Always/Almost Always","Often","Disagree","Strongly Disagree","Quite Important","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree"
"3872",15,"Male","High School",23,"Agree","Agree","Agree","Agree","Sometimes","Never/Almost Never","Sometimes","Sometimes","Agree","Agree","Fairly Important","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Strongly Agree","Agree","Agree","Agree"
"3873",15,"Male","High School",23,"Agree","Agree","Strongly Agree","Strongly Disagree","Sometimes","Often","Sometimes","Sometimes","Agree","Agree","Not at all important","Agree","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree"
"3874",15,"Female","High School",6,"Agree","Agree","Agree","Disagree","Sometimes","Often","Sometimes","Sometimes","Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"3875",15,"Male","High School",6,"Agree","Agree","Agree","Disagree","Sometimes","Often","Rarely","Sometimes","Agree","Strongly Agree","Quite Important","Strongly Agree","Strongly Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree"
"3876",15,"Female","High School",6,"Disagree","Agree",NA,"Strongly Disagree","Never/Almost Never","Never/Almost Never","Rarely","Rarely","Disagree","Strongly Disagree","Not at all important","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree",NA,NA,"Agree","Strongly Agree","Agree"
"3877",16,"Male","High School",6,"Agree","Agree","Agree","Disagree","Often","Sometimes","Rarely","Often","Agree","Strongly Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree"
"3878",14,"Female","High School",6,"Agree","Strongly Agree","Agree","Agree","Sometimes","Rarely","Sometimes","Sometimes","Agree","Strongly Agree","Slightly Important","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree"
"3879",15,"Male","High School",6,"Agree","Strongly Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Disagree","Not at all important","Agree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree"
"3880",15,"Female","High School",6,"Agree","Strongly Agree","Strongly Agree","Disagree","Never/Almost Never","Sometimes","Rarely","Sometimes","Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3881",15,"Male","High School",6,"Agree","Agree","Disagree","Agree","Always/Almost Always","Always/Almost Always","Always/Almost Always","Sometimes","Agree","Strongly Agree","Fairly Important","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Strongly Agree","Agree","Strongly Agree","Agree","Agree"
"3882",15,"Female","High School",4,"Agree","Strongly Agree","Strongly Agree","Disagree","Rarely","Sometimes","Often","Sometimes","Strongly Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3883",15,"Female","High School",4,"Agree","Agree","Agree","Disagree","Rarely","Rarely","Often","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree"
